A,O,T,mac,meanlat,meanmac,meanwhak,minlat,n,p,perimeter,q,r,whak
3.253e13,598900.0,229.0,4605.0,-62.58,1.416e-10,3.072e-12,20.41,28,-1,4.823e7,2.031e-10,6606.0,99.92
6.005e13,727000.0,279.3,74640.0,9.223,1.243e-9,8.704e-10,1.856,28,-1,8.592e7,3.634e-9,218200.0,52270.0
8.507e11,409200.0,223.5,97.56,87.16,1.147e-10,1.084e-13,87.16,28,-1,2.618e6,1.584e-10,134.7,0.09218
4.432e12,534800.0,293.2,14210.0,-3.517,3.206e-9,5.067e-9,1.856,28,-1,1.159e7,1.495e-8,66260.0,22460.0
1.675e12,415900.0,283.6,244.5,27.37,1.459e-10,2.192e-11,20.41,28,-1,6.249e6,1.601e-10,268.1,36.71
7.38e12,493400.0,293.4,12880.0,-5.973,1.746e-9,2.182e-9,1.856,28,-1,2.032e7,6.273e-9,46290.0,16100.0
2.504e11,227600.0,234.3,48.19,68.65,1.924e-10,4.789e-13,68.65,28,-1,2.008e6,2.638e-10,66.07,0.1199
2.841e12,454000.0,258.2,5161.0,-40.88,1.816e-9,9.426e-11,31.54,28,-1,8.456e6,5.734e-9,16290.0,267.8
2.217e12,412600.0,293.6,6775.0,2.674,3.055e-9,4.888e-9,1.856,28,-1,8.3e6,1.471e-8,32610.0,10840.0
3.25e12,482100.0,292.2,1000.0,18.41,3.077e-10,1.455e-10,12.99,28,-1,8.903e6,3.598e-10,1169.0,472.9
3.374e11,408900.0,294.7,215.4,-11.12,6.383e-10,3.277e-10,9.278,28,-1,2.484e6,7.723e-10,260.6,110.6
2.81e11,340500.0,265.9,941.1,35.26,3.349e-9,3.684e-10,35.26,28,-1,2.189e6,1.183e-8,3325.0,103.5
8.507e11,409200.0,216.3,51.76,-87.16,6.084e-11,2.988e-14,87.16,29,-1,2.618e6,8.352e-11,71.05,0.02541
5.17e13,775600.0,257.3,41660.0,-38.15,8.058e-10,1.031e-9,1.856,29,-1,6.448e7,3.791e-9,196000.0,53310.0
2.336e13,523300.0,266.4,23580.0,39.84,1.01e-9,8.732e-11,9.278,29,-1,4.471e7,2.462e-9,57510.0,2040.0
8.507e11,409200.0,223.6,109.1,87.16,1.282e-10,1.264e-13,87.16,29,-1,2.618e6,1.832e-10,155.8,0.1076
1.2e12,437600.0,291.5,6140.0,3.433,5.117e-9,1.606e-8,1.856,29,-1,5.824e6,5.221e-8,62650.0,19270.0
6.465e12,501900.0,290.2,20360.0,9.635,3.148e-9,5.275e-9,1.856,29,-1,1.77e7,1.669e-8,107900.0,34100.0
2.535e12,428700.0,287.5,382.0,-22.05,1.507e-10,3.956e-11,12.99,29,-1,8.053e6,1.641e-10,416.1,100.3
1.024e13,526900.0,292.6,31180.0,8.039,3.046e-9,5.655e-9,1.856,29,-1,2.291e7,1.746e-8,178700.0,57890.0
1.956e12,374100.0,255.1,2190.0,-40.08,1.119e-9,3.675e-11,31.54,29,-1,7.226e6,3.047e-9,5959.0,71.88
2.675e11,324200.0,260.7,846.1,38.97,3.163e-9,2.561e-10,38.97,29,-1,2.123e6,1.33e-8,3558.0,68.5
4.387e12,474100.0,292.9,9881.0,-9.912,2.252e-9,4.411e-9,1.856,29,-1,1.401e7,1.362e-8,59750.0,19350.0
8.268e11,277000.0,237.3,213.4,60.97,2.582e-10,1.368e-12,57.52,29,-1,4.485e6,4.463e-10,369.0,1.131
4.18e12,496500.0,244.5,1404.0,-48.04,3.359e-10,4.957e-12,38.97,29,-1,9.283e6,5.229e-10,2186.0,20.72
1.57e11,380600.0,287.4,33.48,24.12,2.132e-10,5.053e-11,24.12,29,-1,1.593e6,2.338e-10,36.72,7.934
3.26e11,395100.0,291.1,153.9,18.54,4.72e-10,1.625e-10,16.7,29,-1,2.456e6,5.434e-10,177.2,52.97
6.926e11,311200.0,246.8,1130.0,54.8,1.631e-9,2.832e-11,53.81,29,-1,4.049e6,4.938e-9,3420.0,19.61
8.507e11,409200.0,219.2,80.42,-87.16,9.454e-11,6.42e-14,87.16,30,-1,2.618e6,1.385e-10,117.8,0.05461
7.51e12,598400.0,292.3,16220.0,-9.509,2.159e-9,3.446e-9,1.856,30,-1,1.477e7,1.019e-8,76550.0,25880.0
1.265e13,465800.0,238.0,5701.0,65.76,4.508e-10,1.559e-11,27.83,30,-1,2.922e7,1.041e-9,13170.0,197.1
9.898e12,493000.0,260.2,8790.0,-40.88,8.881e-10,3.197e-10,9.278,30,-1,2.25e7,2.133e-9,21110.0,3165.0
4.863e12,557000.0,288.2,2102.0,-23.58,4.323e-10,1.833e-10,12.99,30,-1,1.104e7,5.462e-10,2656.0,891.5
3.684e12,453200.0,241.4,940.4,-51.56,2.553e-10,1.703e-12,42.68,30,-1,9.971e6,3.158e-10,1163.0,6.274
3.425e11,412700.0,293.5,1707.0,5.567,4.983e-9,1.348e-8,5.567,30,-1,2.493e6,3.611e-8,12370.0,4617.0
1.975e12,451100.0,295.2,578.8,-16.65,2.931e-10,1.955e-10,12.99,30,-1,6.468e6,4.015e-10,792.9,386.0
1.496e12,423400.0,296.4,1040.0,14.59,6.955e-10,6.649e-10,9.278,30,-1,6.554e6,1.428e-9,2137.0,994.7
5.157e13,647800.0,281.4,59740.0,-9.561,1.158e-9,1.358e-9,1.856,30,-1,7.519e7,3.754e-9,193600.0,70040.0
1.59e13,658100.0,285.2,28900.0,21.56,1.817e-9,3.528e-9,1.856,30,-1,2.621e7,1.06e-8,168600.0,56110.0
1.412e12,353900.0,234.7,223.4,-56.57,1.582e-10,3.775e-13,53.81,30,-1,5.667e6,1.941e-10,274.0,0.533
3.374e11,408900.0,294.6,40.46,-11.12,1.199e-10,5.316e-11,9.278,30,-1,2.484e6,1.293e-10,43.64,17.94
5.418e11,350400.0,265.8,1089.0,-38.0,2.01e-9,1.163e-10,35.26,30,-1,3.617e6,4.155e-9,2251.0,62.99
1.305e13,422900.0,236.3,7302.0,-55.81,5.596e-10,2.178e-11,35.26,31,-1,2.833e7,1.746e-9,22780.0,284.2
1.431e13,541500.0,239.7,9719.0,-49.81,6.793e-10,3.43e-11,31.54,31,-1,2.644e7,1.875e-9,26830.0,490.8
1.932e13,563700.0,287.5,39420.0,18.53,2.04e-9,3.792e-9,1.856,31,-1,3.642e7,1.285e-8,248300.0,73260.0
8.507e11,409200.0,224.9,103.7,87.16,1.22e-10,1.288e-13,87.16,31,-1,2.618e6,1.657e-10,140.9,0.1095
2.484e11,267500.0,241.1,168.5,61.23,6.785e-10,3.842e-12,61.23,31,-1,2.013e6,1.149e-9,285.4,0.9541
1.108e12,224400.0,224.6,127.5,-63.39,1.151e-10,1.303e-13,53.81,31,-1,6.978e6,1.571e-10,174.1,0.1443
6.635e11,402000.0,291.9,815.4,14.76,1.229e-9,6.047e-10,9.278,31,-1,4.135e6,1.761e-9,1169.0,401.2
3.225e12,451500.0,293.8,6668.0,-8.863,2.067e-9,3.877e-9,5.567,31,-1,9.9e6,1.151e-8,37140.0,12500.0
2.199e12,421500.0,249.6,4331.0,52.06,1.969e-9,5.905e-11,46.39,31,-1,6.804e6,7.058e-9,15520.0,129.9
5.186e13,745400.0,285.6,104800.0,8.499,2.022e-9,2.712e-9,1.856,31,-1,7.154e7,9.444e-9,489700.0,140600.0
4.148e12,402000.0,252.0,4044.0,-41.43,9.747e-10,3.926e-11,27.83,31,-1,1.426e7,2.325e-9,9644.0,162.9
5.675e12,547800.0,290.3,2060.0,-18.79,3.631e-10,1.795e-10,9.278,31,-1,1.202e7,4.96e-10,2815.0,1018.0
5.796e13,597200.0,266.1,61040.0,-26.98,1.053e-9,1.479e-9,1.856,32,-1,8.454e7,4.087e-9,236900.0,85730.0
1.826e13,602800.0,278.7,26200.0,-26.49,1.435e-9,2.653e-9,1.856,32,-1,2.987e7,8.337e-9,152300.0,48460.0
1.036e13,447900.0,240.6,12130.0,62.24,1.171e-9,4.774e-11,38.97,32,-1,1.927e7,3.842e-9,39810.0,494.6
1.071e12,348000.0,247.2,1536.0,55.41,1.434e-9,2.216e-11,53.81,32,-1,4.465e6,3.631e-9,3890.0,23.74
6.677e11,406200.0,294.3,1516.0,-13.9,2.27e-9,1.709e-9,12.99,32,-1,4.095e6,4.165e-9,2781.0,1141.0
9.821e12,503200.0,285.9,19030.0,-19.44,1.937e-9,2.489e-9,1.856,32,-1,2.405e7,7.77e-9,76310.0,24450.0
8.67e12,442700.0,241.7,9814.0,57.14,1.132e-9,2.466e-11,46.39,32,-1,2.101e7,3.979e-9,34500.0,213.8
2.616e12,464700.0,285.6,537.4,26.18,2.054e-10,4.176e-11,20.41,32,-1,7.787e6,2.314e-10,605.2,109.2
5.151e11,412700.0,292.2,2685.0,3.089,5.213e-9,1.991e-8,1.856,32,-1,3.331e6,5.971e-8,30760.0,10260.0
8.369e11,307600.0,252.6,2074.0,45.62,2.478e-9,1.197e-10,38.97,32,-1,5.589e6,1.119e-8,9369.0,100.2
5.332e12,509500.0,293.9,8891.0,-10.86,1.667e-9,3.148e-9,1.856,32,-1,1.309e7,8.772e-9,46780.0,16790.0
8.507e11,409200.0,217.7,74.72,-87.16,8.784e-11,5.312e-14,87.16,33,-1,2.618e6,1.315e-10,111.9,0.04518
1.647e13,565700.0,265.9,13000.0,-34.69,7.893e-10,6.622e-11,9.278,33,-1,3.47e7,1.841e-9,30310.0,1091.0
5.277e13,569600.0,253.7,50980.0,49.5,9.66e-10,6.911e-11,12.99,33,-1,7.786e7,3.301e-9,174200.0,3647.0
6.89e12,475500.0,293.6,22380.0,9.665,3.248e-9,6.803e-9,1.856,33,-1,1.878e7,1.914e-8,131900.0,46880.0
3.481e12,518200.0,294.2,1708.0,-14.84,4.907e-10,3.96e-10,9.278,33,-1,8.973e6,8.728e-10,3038.0,1378.0
1.468e13,530300.0,254.7,16870.0,-41.81,1.149e-9,5.404e-11,24.12,33,-1,2.876e7,3.284e-9,48210.0,793.6
8.593e12,615700.0,254.0,8973.0,-42.24,1.044e-9,4.926e-11,24.12,33,-1,1.453e7,2.919e-9,25080.0,423.2
2.551e12,489100.0,294.6,7400.0,6.739,2.901e-9,6.286e-9,1.856,33,-1,7.453e6,1.772e-8,45190.0,16030.0
4.644e12,538200.0,291.0,1826.0,20.11,3.933e-10,2.011e-10,9.278,33,-1,1.044e7,5.158e-10,2395.0,933.8
4.112e12,413600.0,288.2,641.1,-22.32,1.559e-10,3.953e-11,16.7,33,-1,1.419e7,1.75e-10,719.7,162.6
1.562e13,504900.0,229.6,5551.0,-64.22,3.553e-10,9.856e-12,35.26,34,-1,2.668e7,8.326e-10,13010.0,154.0
4.419e13,675800.0,276.6,73210.0,22.2,1.656e-9,1.172e-9,1.856,34,-1,6.026e7,5.403e-9,238800.0,51800.0
3.367e12,393800.0,224.9,468.7,79.51,1.392e-10,1.561e-13,72.36,34,-1,8.421e6,1.993e-10,671.1,0.5255
3.092e11,374600.0,282.4,76.84,-25.95,2.486e-10,3.625e-11,24.12,34,-1,2.414e6,2.758e-10,85.26,11.21
2.228e13,567300.0,276.1,57350.0,22.83,2.574e-9,3.251e-9,1.856,34,-1,4.113e7,1.322e-8,294600.0,72440.0
2.256e12,472700.0,291.1,4132.0,20.05,1.832e-9,1.222e-9,12.99,34,-1,8.062e6,3.736e-9,8428.0,2756.0
1.338e11,324200.0,265.7,458.1,38.97,3.425e-9,3.924e-10,38.97,34,-1,1.478e6,1.282e-8,1715.0,52.49
8.631e12,454700.0,288.2,11740.0,19.95,1.361e-9,1.855e-9,1.856,34,-1,2.473e7,5.594e-9,48280.0,16010.0
4.166e12,517800.0,282.1,413.6,-25.75,9.928e-11,1.092e-11,20.41,34,-1,9.374e6,1.131e-10,471.0,45.48
3.822e12,440300.0,247.8,2379.0,-43.91,6.225e-10,1.139e-11,38.97,34,-1,1.048e7,1.285e-9,4910.0,43.52
4.584e12,477400.0,293.6,10360.0,-3.891,2.261e-9,2.862e-9,1.856,34,-1,1.236e7,8.429e-9,38640.0,13120.0
2.996e12,512300.0,294.0,4272.0,13.94,1.426e-9,2.248e-9,5.567,34,-1,8.986e6,6.472e-9,19390.0,6735.0
2.575e13,571900.0,245.8,12400.0,-52.51,4.816e-10,2.459e-11,24.12,35,-1,4.631e7,8.712e-10,22440.0,633.2
7.468e13,598600.0,261.6,92130.0,41.5,1.234e-9,9.879e-10,1.856,35,-1,1.062e8,4.642e-9,346700.0,73780.0
8.025e12,506300.0,289.3,1707.0,-20.22,2.127e-10,1.072e-10,9.278,35,-1,1.916e7,2.784e-10,2235.0,860.5
8.785e11,354900.0,280.0,744.3,31.45,8.473e-10,1.065e-10,27.83,35,-1,4.605e6,1.129e-9,991.6,93.56
1.875e12,427400.0,292.9,9141.0,7.234,4.875e-9,1.682e-8,1.856,35,-1,7.46e6,4.884e-8,91570.0,31530.0
1.196e12,412500.0,293.9,3355.0,-5.0,2.806e-9,7.758e-9,1.856,35,-1,5.819e6,2.257e-8,26980.0,9277.0
3.043e11,368700.0,278.6,362.1,-27.83,1.19e-9,1.569e-10,27.83,35,-1,2.304e6,1.601e-9,487.3,47.75
1.201e12,414400.0,293.5,4605.0,0.7933,3.833e-9,1.006e-8,1.856,35,-1,4.992e6,3.06e-8,36770.0,12090.0
1.975e12,413200.0,273.7,3666.0,34.54,1.857e-9,1.878e-10,27.83,35,-1,6.69e6,3.618e-9,7144.0,370.9
1.009e13,468700.0,225.0,1196.0,-69.89,1.185e-10,2.995e-13,46.39,36,-1,2.464e7,1.597e-10,1611.0,3.022
7.344e12,583200.0,291.9,16880.0,-9.953,2.299e-9,4.634e-9,1.856,36,-1,1.478e7,1.434e-8,105300.0,34030.0
1.604e13,580600.0,282.1,17460.0,18.89,1.088e-9,6.216e-10,1.856,36,-1,3.033e7,2.698e-9,43280.0,9972.0
4.733e13,670100.0,246.9,57300.0,51.57,1.211e-9,6.437e-10,1.856,36,-1,6.675e7,4.778e-9,226100.0,30470.0
3.126e12,452800.0,253.4,5980.0,-40.48,1.913e-9,8.458e-11,35.26,36,-1,8.988e6,6.948e-9,21720.0,264.4
3.09e12,515100.0,293.0,2153.0,18.57,6.967e-10,4.346e-10,12.99,36,-1,8.036e6,1.051e-9,3247.0,1343.0
6.343e12,479400.0,287.2,14300.0,18.22,2.255e-9,3.6e-9,1.856,36,-1,1.584e7,1.201e-8,76190.0,22830.0
9.206e11,371900.0,281.4,182.4,-26.45,1.981e-10,2.579e-11,20.41,36,-1,5.544e6,2.213e-10,203.8,23.74
2.841e12,495000.0,293.6,3393.0,-12.91,1.194e-9,1.522e-9,5.567,36,-1,8.201e6,3.985e-9,11320.0,4324.0
2.5e12,428800.0,292.1,7484.0,13.39,2.993e-9,6.423e-9,5.567,36,-1,9.796e6,2.014e-8,50360.0,16060.0
1.065e13,649900.0,244.1,8432.0,-47.96,7.92e-10,3.133e-11,31.54,36,-1,1.649e7,2.599e-9,27670.0,333.6
6.784e11,410500.0,294.9,1075.0,-9.258,1.584e-9,1.352e-9,5.567,36,-1,4.143e6,3.33e-9,2260.0,917.5
4.586e13,669100.0,257.2,28810.0,-43.6,6.282e-10,8.192e-10,5.567,37,-1,5.641e7,2.667e-9,122300.0,37570.0
1.517e13,558900.0,285.6,24540.0,-12.09,1.618e-9,2.319e-9,1.856,37,-1,2.828e7,7.108e-9,107800.0,35190.0
8.507e11,409200.0,226.2,119.4,87.16,1.404e-10,1.679e-13,87.16,37,-1,2.618e6,1.93e-10,164.2,0.1429
2.11e13,518700.0,263.0,33350.0,42.77,1.581e-9,9.453e-11,20.41,37,-1,4.302e7,5.117e-9,108000.0,1995.0
1.509e13,775400.0,264.7,10350.0,-37.7,6.856e-10,3.347e-11,20.41,37,-1,1.998e7,1.481e-9,22350.0,505.2
1.345e12,410800.0,296.4,1713.0,12.05,1.274e-9,1.558e-9,9.278,37,-1,6.547e6,3.635e-9,4891.0,2096.0
3.439e11,412700.0,292.6,1882.0,1.856,5.473e-9,3.22e-8,1.856,37,-1,2.5e6,9.333e-8,32090.0,11070.0
3.078e12,432200.0,293.2,1747.0,-17.91,5.675e-10,4.844e-10,9.278,37,-1,8.982e6,1.066e-9,3282.0,1491.0
7.935e11,391100.0,290.6,404.4,22.61,5.096e-10,1.706e-10,20.41,37,-1,3.965e6,6.077e-10,482.3,135.4
1.197e12,436800.0,296.1,3188.0,-5.553,2.663e-9,8.28e-9,1.856,37,-1,4.983e6,2.123e-8,25420.0,9912.0
8.296e11,404800.0,297.0,81.86,-15.2,9.867e-11,6.217e-11,12.99,37,-1,4.073e6,1.076e-10,89.26,51.58
4.139e11,323200.0,239.7,84.88,61.23,2.051e-10,7.441e-13,61.23,37,-1,2.799e6,2.492e-10,103.2,0.308
5.164e12,538200.0,292.0,2603.0,19.13,5.04e-10,2.815e-10,9.278,37,-1,1.127e7,7.273e-10,3756.0,1454.0
2.734e12,449400.0,294.1,9492.0,-2.048,3.472e-9,8.087e-9,1.856,37,-1,8.295e6,2.32e-8,63430.0,22110.0
1.338e11,324200.0,264.4,343.9,38.97,2.571e-9,1.656e-10,38.97,37,-1,1.478e6,6.06e-9,810.6,22.15
8.507e11,409200.0,216.8,58.73,-87.16,6.904e-11,3.641e-14,87.16,38,-1,2.618e6,9.717e-11,82.66,0.03097
1.001e12,315600.0,242.2,226.8,-49.53,2.267e-10,1.17e-12,46.39,38,-1,5.14e6,2.713e-10,271.5,1.17
4.415e13,550800.0,285.7,75300.0,-0.2793,1.706e-9,2.712e-9,1.856,38,-1,8.789e7,8.529e-9,376500.0,119700.0
8.507e11,409200.0,224.1,101.6,87.16,1.195e-10,1.184e-13,87.16,38,-1,2.618e6,1.648e-10,140.2,0.1007
4.961e13,602300.0,272.0,59410.0,-13.0,1.198e-9,1.028e-9,1.856,38,-1,8.35e7,3.929e-9,194900.0,50980.0
4.612e12,536700.0,292.6,11500.0,15.76,2.493e-9,3.933e-9,5.567,38,-1,1.134e7,1.094e-8,50470.0,18140.0
6.182e11,332900.0,246.2,482.2,53.15,7.801e-10,1.196e-11,50.1,38,-1,4.117e6,2.353e-9,1454.0,7.392
1.103e11,267400.0,249.9,244.1,50.1,2.212e-9,7.064e-11,50.1,38,-1,1.363e6,9.572e-9,1056.0,7.795
8.49e11,379000.0,267.8,2747.0,-34.61,3.235e-9,3.933e-10,31.54,38,-1,5.07e6,1.139e-8,9667.0,334.0
6.002e12,474400.0,231.7,942.6,-57.79,1.57e-10,4.642e-13,46.39,38,-1,1.38e7,1.986e-10,1192.0,2.786
4.199e12,436600.0,230.3,652.4,70.0,1.554e-10,2.684e-13,61.23,38,-1,1.028e7,2.037e-10,855.3,1.127
1.338e11,324200.0,258.7,429.5,-38.97,3.211e-9,2.651e-10,38.97,38,-1,1.478e6,1.626e-8,2175.0,35.45
8.507e11,409200.0,217.0,53.89,-87.16,6.335e-11,3.318e-14,87.16,39,-1,2.618e6,8.652e-11,73.6,0.02822
9.417e13,579700.0,263.1,78030.0,-2.025,8.287e-10,6.107e-10,1.856,39,-1,1.487e8,2.932e-9,276100.0,57510.0
7.032e11,319000.0,245.2,294.8,-46.89,4.193e-10,3.614e-12,42.68,39,-1,4.188e6,5.74e-10,403.6,2.541
7.391e12,429000.0,263.9,4955.0,42.63,6.704e-10,2.52e-11,16.7,39,-1,1.944e7,1.629e-9,12040.0,186.3
7.662e11,301700.0,237.9,132.6,-55.95,1.73e-10,5.472e-13,53.81,39,-1,4.35e6,2.073e-10,158.8,0.4192
8.197e11,397300.0,291.8,133.9,-17.4,1.633e-10,5.747e-11,12.99,39,-1,4.084e6,1.776e-10,145.6,47.11
4.303e12,491300.0,293.4,6754.0,14.71,1.569e-9,1.732e-9,1.856,39,-1,1.141e7,4.558e-9,19610.0,7455.0
3.859e12,494100.0,263.0,8569.0,-38.79,2.22e-9,1.329e-10,31.54,39,-1,9.894e6,6.285e-9,24250.0,512.7
1.535e12,449900.0,295.1,4310.0,-6.778,2.808e-9,6.507e-9,1.856,39,-1,5.807e6,1.67e-8,25640.0,9985.0
8.507e11,409200.0,216.1,60.9,-87.16,7.159e-11,3.655e-14,87.16,40,-1,2.618e6,1.043e-10,88.73,0.03109
3.53e12,466600.0,258.1,5974.0,-37.11,1.693e-9,9.257e-11,27.83,40,-1,8.926e6,4.926e-9,17390.0,326.7
3.434e12,509200.0,291.1,17200.0,0.3705,5.01e-9,1.461e-8,1.856,40,-1,9.143e6,4.896e-8,168100.0,50180.0
5.948e13,681700.0,252.8,59870.0,48.1,1.007e-9,5.16e-10,1.856,40,-1,8.0e7,3.451e-9,205200.0,30690.0
1.99e12,409000.0,274.5,2271.0,34.09,1.141e-9,9.62e-11,31.54,40,-1,7.341e6,1.759e-9,3500.0,191.4
3.385e12,432700.0,287.7,5785.0,-16.83,1.709e-9,4.657e-9,1.856,40,-1,1.3e7,1.439e-8,48690.0,15760.0
4.139e11,323200.0,229.8,53.07,-61.23,1.282e-10,1.933e-13,61.23,40,-1,2.799e6,1.624e-10,67.21,0.08001
3.632e12,434700.0,285.0,3020.0,-20.88,8.315e-10,1.633e-9,1.856,40,-1,1.279e7,5.179e-9,18810.0,5929.0
1.498e12,424300.0,292.9,237.0,-14.17,1.582e-10,6.371e-11,9.278,40,-1,5.747e6,1.73e-10,259.2,95.44
5.938e12,375800.0,243.7,5687.0,-49.77,9.576e-10,3.551e-11,35.26,40,-1,2.018e7,2.837e-9,16840.0,210.9
1.54e12,431500.0,293.0,5904.0,-5.142,3.833e-9,1.121e-8,1.856,40,-1,5.814e6,3.385e-8,52140.0,17270.0
1.509e12,414900.0,279.5,507.7,-28.5,3.365e-10,3.767e-11,24.12,40,-1,5.407e6,3.85e-10,580.9,56.84
4.483e12,540800.0,292.3,13410.0,13.79,2.991e-9,6.264e-9,5.567,40,-1,9.804e6,1.821e-8,81650.0,28080.0
2.002e13,613400.0,253.1,13450.0,-41.68,6.716e-10,2.377e-11,24.12,40,-1,2.801e7,1.516e-9,30350.0,475.9
2.299e12,445200.0,275.0,3662.0,33.01,1.593e-9,1.649e-10,27.83,40,-1,7.506e6,2.758e-9,6341.0,379.1
8.507e11,409200.0,221.2,103.0,-87.16,1.21e-10,1.014e-13,87.16,1,-2,2.618e6,1.831e-10,155.8,0.08623
4.166e11,227100.0,230.3,65.71,-66.06,1.577e-10,2.607e-13,64.94,1,-2,2.993e6,2.053e-10,85.53,0.1086
8.727e13,1.455e6,281.3,100100.0,19.68,1.147e-9,9.696e-10,1.856,1,-2,5.543e7,3.513e-9,306600.0,84620.0
1.817e13,562600.0,238.1,17720.0,63.37,9.756e-10,5.626e-11,31.54,1,-2,2.763e7,3.138e-9,57010.0,1022.0
8.278e10,200700.0,234.3,11.72,-61.23,1.416e-10,3.084e-13,61.23,1,-2,1.227e6,1.708e-10,14.14,0.02553
3.043e11,368700.0,281.9,234.0,-27.83,7.689e-10,1.249e-10,27.83,1,-2,2.304e6,9.465e-10,288.0,38.0
8.289e11,349500.0,264.4,1678.0,-36.4,2.024e-9,1.153e-10,31.54,1,-2,4.481e6,5.57e-9,4617.0,95.55
1.287e12,373500.0,279.4,1414.0,33.46,1.099e-9,1.401e-10,27.83,1,-2,6.775e6,1.989e-9,2559.0,180.4
1.508e13,659800.0,280.2,4735.0,-28.08,3.14e-10,4.674e-11,9.278,1,-2,2.38e7,5.978e-10,9013.0,704.7
1.57e11,380600.0,291.1,18.42,24.12,1.173e-10,3.804e-11,24.12,1,-2,1.593e6,1.264e-10,19.85,5.973
3.503e12,496400.0,292.1,991.4,21.38,2.83e-10,1.295e-10,12.99,1,-2,9.601e6,3.274e-10,1147.0,453.6
4.193e12,375100.0,221.1,490.3,-78.77,1.169e-10,1.014e-13,64.94,2,-2,1.205e7,1.756e-10,736.2,0.4254
1.035e14,968500.0,269.7,113600.0,25.86,1.098e-9,9.314e-10,1.856,2,-2,1.02e8,3.891e-9,402700.0,96380.0
9.483e11,329100.0,249.0,505.6,-46.26,5.332e-10,7.715e-12,42.68,2,-2,4.776e6,8.333e-10,790.2,7.316
1.584e13,695800.0,264.7,24050.0,41.96,1.519e-9,1.152e-10,24.12,2,-2,2.149e7,4.827e-9,76450.0,1824.0
2.146e12,346200.0,224.4,294.8,-70.95,1.374e-10,1.484e-13,68.65,2,-2,6.916e6,1.973e-10,423.4,0.3186
1.521e11,368700.0,281.1,74.8,-27.83,4.917e-10,6.981e-11,27.83,2,-2,1.569e6,5.691e-10,86.59,10.62
8.507e11,409200.0,219.6,84.29,-87.16,9.909e-11,6.993e-14,87.16,3,-2,2.618e6,1.459e-10,124.1,0.05949
1.133e14,1.266e6,289.8,133200.0,3.437,1.175e-9,1.278e-9,1.856,3,-2,8.703e7,3.676e-9,416700.0,144900.0
8.507e11,409200.0,224.2,104.8,87.16,1.232e-10,1.248e-13,87.16,3,-2,2.618e6,1.711e-10,145.5,0.1061
6.864e11,412700.0,291.2,3557.0,3.707,5.182e-9,1.612e-8,1.856,3,-2,3.329e6,5.3e-8,36380.0,11060.0
2.622e12,382200.0,230.9,627.0,71.12,2.392e-10,7.149e-13,64.94,3,-2,7.86e6,3.972e-10,1041.0,1.874
4.129e12,425400.0,237.0,1692.0,-55.9,4.099e-10,1.092e-11,38.97,3,-2,1.126e7,1.194e-9,4930.0,45.07
5.137e11,412700.0,296.2,109.4,-5.567,2.129e-10,1.224e-10,5.567,3,-2,3.322e6,2.375e-10,122.0,62.86
1.133e12,339100.0,243.4,1581.0,59.36,1.395e-9,2.061e-11,53.81,3,-2,6.177e6,4.47e-9,5066.0,23.36
4.242e12,486900.0,240.5,1053.0,-50.84,2.481e-10,1.976e-12,38.97,3,-2,9.837e6,3.209e-10,1361.0,8.383
7.807e13,1.069e6,253.3,55130.0,-44.85,7.061e-10,7.873e-10,1.856,4,-2,7.339e7,2.652e-9,207100.0,61470.0
