A,mac,meanmac,meanwhak,whak,lat,Area Range,Latitude Range,whakfrac,macfrac
0.00284,0.00531,0.00367,3.01e-06,4.36e-06,83.8,0,4,6.9e-07,0.000959
0.242,4.99,0.0403,0.0416,5.14,15.5,4,1,0.815,0.9
0.0144,0.549,0.0748,0.159,1.17,15.6,1,1,0.185,0.0992
0.00167,0.00295,0.00347,2.64e-06,2.24e-06,87.2,0,4,3.66e-07,0.000546
0.248,5.36,0.0424,0.0485,6.14,11.8,4,0,1,0.993
0.00622,0.0145,0.00456,4.98e-06,1.58e-05,81,0,4,2.58e-06,0.00268
0.000713,0.0206,0.0567,0.00211,0.000766,45.1,0,3,0.000125,0.00383
0.0294,0.313,0.0208,0.000898,0.0135,59,1,3,0.00171,0.0584
0.0586,1.01,0.0338,0.0472,1.41,35.4,2,2,0.179,0.189
0.00167,0.00379,0.00445,5.55e-06,4.72e-06,87.2,0,4,5.98e-07,0.000707
0.147,3.97,0.0531,0.0864,6.46,5.89,3,0,0.819,0.742
0.000465,0.00223,0.00938,8.94e-05,2.12e-05,46.4,0,3,2.69e-06,0.000416
0.00369,0.0542,0.0288,0.00258,0.00487,32.2,0,2,0.000616,0.0101
0.0693,0.143,0.00405,3.81e-05,0.00135,62.2,2,3,0.000502,0.0435
0.00167,0.00245,0.00288,2.1e-06,1.78e-06,87.2,0,4,6.65e-07,0.000745
0.000323,0.000618,0.00375,0.00136,0.000224,16.7,0,1,8.34e-05,0.000188
0.000316,0.000761,0.00472,0.00117,0.000189,20.4,0,1,7.06e-05,0.000232
0.0079,0.445,0.11,0.121,0.488,11,0,0,0.182,0.135
0.155,2.45,0.0309,0.0217,1.72,18.9,3,1,0.641,0.746
0.00204,0.00948,0.0091,7.94e-05,8.26e-05,52.4,0,3,3.08e-05,0.00288
0.000323,0.00427,0.0259,0.0115,0.00189,16.7,0,1,0.000706,0.0013
0.000337,0.0292,0.17,0.688,0.118,1.86,0,0,0.0441,0.00888
0.00531,0.201,0.074,0.13,0.352,9.72,0,0,0.131,0.061
0.0119,0.0193,0.00318,2.32e-06,1.41e-05,76.4,0,4,2.73e-06,0.00351
0.237,5.36,0.0444,0.0426,5.15,31.6,4,2,0.999,0.976
0.000323,0.0011,0.00669,0.00211,0.000347,16.7,0,1,6.74e-05,0.000201
0.000586,0.00849,0.0284,0.00215,0.000642,29.6,0,1,0.000125,0.00154
0.00424,0.103,0.0478,0.00222,0.00479,37.3,0,2,0.00093,0.0188
0.00167,0.00223,0.00263,1.54e-06,1.31e-06,87.2,0,4,1.9e-07,0.000356
0.0492,1.45,0.0576,0.0571,1.43,28.2,2,1,0.208,0.23
0.0915,2,0.0428,0.0483,2.26,37.1,2,2,0.328,0.318
0.003,0.113,0.074,0.17,0.26,7.18,0,0,0.0377,0.0181
0.0805,2.66,0.0648,0.0715,2.94,1.54,2,0,0.426,0.424
0.0173,0.0577,0.00656,5.25e-05,0.000462,53.4,1,3,6.71e-05,0.00919
0.00167,0.00201,0.00236,1.25e-06,1.06e-06,87.2,0,4,4.18e-07,0.000402
0.244,4.87,0.0391,0.0203,2.53,40.1,4,2,0.995,0.976
0.000248,0.00206,0.0163,0.000197,2.49e-05,42.7,0,2,9.8e-06,0.000412
0.00238,0.013,0.0107,0.000155,0.000188,49.9,0,3,7.39e-05,0.0026
0.0118,0.0768,0.0128,0.000268,0.00161,57.2,0,3,0.000634,0.0154
0.00128,0.028,0.043,0.0181,0.0118,18.5,0,1,0.00464,0.00561
0.00167,0.00328,0.00385,3.25e-06,2.76e-06,87.2,0,4,1.34e-06,0.000943
0.173,2.33,0.0264,0.0176,1.55,6.98,3,0,0.75,0.67
0.0587,0.584,0.0195,0.00061,0.0182,61.7,2,3,0.00883,0.168
0.0196,0.383,0.0383,0.00202,0.0202,46.2,1,3,0.00976,0.11
0.00367,0.176,0.094,0.255,0.477,7.89,0,0,0.231,0.0506
0.0443,0.112,0.00494,6.06e-05,0.00137,62.7,1,3,0.000301,0.0252
0.0115,0.119,0.0204,0.00066,0.00386,39,0,2,0.00085,0.027
0.204,3.89,0.0374,0.0383,3.97,37,4,2,0.875,0.878
0.00221,0.0556,0.0493,0.0233,0.0263,20.4,0,1,0.00579,0.0126
0.00369,0.251,0.133,0.283,0.534,2.85,0,0,0.118,0.0568
0.216,4.77,0.0432,0.0657,7.25,25.1,4,1,0.967,0.915
0.00167,0.00353,0.00415,4.82e-06,4.1e-06,87.2,0,4,5.46e-07,0.000676
0.0177,0.27,0.0299,0.0242,0.219,0.922,1,0,0.0292,0.0518
0.0104,0.0503,0.0095,0.00518,0.0274,23.9,0,1,0.00365,0.00964
0.00603,0.121,0.0395,0.000578,0.00178,57.6,0,3,0.000237,0.0233
0.00167,0.00295,0.00347,2.7e-06,2.3e-06,87.2,0,4,4.74e-07,0.00052
0.0285,0.847,0.0582,0.0898,1.31,20,1,1,0.27,0.149
0.00167,0.00344,0.00404,4.07e-06,3.46e-06,87.2,0,4,7.14e-07,0.000606
0.007,0.124,0.0346,0.00199,0.0071,36,0,2,0.00146,0.0218
0.134,3.04,0.0445,0.0384,2.62,25.8,3,1,0.541,0.536
0.00785,0.159,0.0398,0.00157,0.0063,44.8,0,2,0.0013,0.0281
0.000316,0.0112,0.0694,0.0361,0.00582,20.4,0,1,0.0012,0.00197
0.0392,0.95,0.0476,0.00234,0.0468,48.2,1,3,0.00965,0.168
0.000465,0.00274,0.0116,0.000108,2.56e-05,46.4,0,3,5.28e-06,0.000484
0.0275,0.532,0.0378,0.0607,0.852,15,1,1,0.176,0.0938
0.00167,0.00318,0.00374,3.19e-06,2.71e-06,87.2,0,4,6.97e-07,0.000792
0.001,0.033,0.0645,0.102,0.052,8.03,0,0,0.0134,0.0082
0.233,3.67,0.0308,0.0312,3.71,27.6,4,1,0.956,0.914
0.00243,0.0798,0.0644,0.00358,0.00444,43.6,0,2,0.00114,0.0199
0.000538,0.0115,0.0419,0.00283,0.000777,37.1,0,2,0.0002,0.00286
0.00217,0.0734,0.0663,0.00426,0.00471,44.2,0,2,0.00121,0.0183
0.00134,0.0713,0.104,0.157,0.107,6.48,0,0,0.0275,0.0177
0.00463,0.0626,0.0265,0.00124,0.00294,34.4,0,2,0.000756,0.0156
0.000262,0.0116,0.0866,0.00666,0.000891,39,0,2,0.000229,0.00289
0.00167,0.0028,0.0033,2.31e-06,1.97e-06,87.2,0,4,7.3e-07,0.000528
0.255,5.3,0.0408,0.0207,2.69,28,4,1,1,0.999
0.21,3.21,0.03,0.0287,3.08,31.9,4,2,0.47,0.656
0.0224,0.413,0.0362,0.00119,0.0136,52.6,1,3,0.00207,0.0844
0.0103,0.0503,0.00953,4.18e-05,0.00022,74.5,0,4,3.37e-05,0.0103
0.00126,0.00546,0.00847,0.0025,0.00161,20.4,0,1,0.000246,0.00111
0.000181,0.00365,0.0395,0.000471,4.36e-05,57.5,0,3,6.65e-06,0.000745
0.000233,0.0093,0.0784,0.00317,0.000376,46.4,0,3,5.74e-05,0.0019
0.017,1.09,0.126,0.398,3.45,4.24,1,0,0.526,0.222
0.00279,0.0705,0.0496,0.000918,0.0013,56.3,0,3,0.000199,0.0144
0.00229,0.0451,0.0385,0.00372,0.00436,31.3,0,2,0.000665,0.0092
0.00167,0.00233,0.00274,1.61e-06,1.37e-06,87.2,0,4,3.65e-07,0.000509
0.139,2.48,0.0351,0.0367,2.6,10.1,3,0,0.692,0.543
0.0626,0.666,0.0209,0.000406,0.013,65.3,2,4,0.00345,0.146
0.00645,0.145,0.0439,0.0489,0.161,16,0,1,0.0429,0.0316
0.00215,0.0045,0.00412,4.18e-06,4.57e-06,69,0,4,1.22e-06,0.000985
0.0362,1.2,0.0649,0.0516,0.952,31.4,1,2,0.253,0.262
0.00279,0.0474,0.0333,0.00182,0.00259,34,0,2,0.000691,0.0104
0.00101,0.0266,0.0519,0.0576,0.0296,5.55,0,0,0.00788,0.00582
0.0824,0.354,0.00844,0.000244,0.0103,62.4,2,3,0.00349,0.102
0.153,2.41,0.0309,0.0254,1.98,3.27,3,0,0.674,0.692
0.00167,0.00325,0.00382,3.89e-06,3.3e-06,87.2,0,4,1.13e-06,0.000933
0.00536,0.356,0.13,0.241,0.659,3.22,0,0,0.224,0.102
0.00625,0.174,0.0546,0.0807,0.257,10.9,0,0,0.0876,0.05
0.000336,0.0195,0.114,0.0982,0.0168,5.57,0,0,0.00573,0.0056
0.000606,0.00255,0.00824,0.00157,0.000487,25.9,0,1,0.000166,0.000732
0.00418,0.141,0.0661,0.0023,0.00489,51.2,0,3,0.00167,0.0405
0.00319,0.0221,0.0136,0.00504,0.0082,18.5,0,1,0.00279,0.00635
0.00167,0.00216,0.00254,1.64e-06,1.4e-06,87.2,0,4,2.65e-07,0.000569
0.237,3.18,0.0263,0.0353,4.27,8.92,4,0,0.809,0.838
0.00167,0.00353,0.00415,4.76e-06,4.05e-06,87.2,0,4,7.68e-07,0.000931
0.00189,0.00768,0.00795,0.00274,0.00265,20.4,0,1,0.000503,0.00203
0.0069,0.363,0.103,0.159,0.56,12.8,0,0,0.106,0.0958
0.000248,0.00545,0.0431,0.000831,0.000105,42.7,0,2,1.99e-05,0.00144
0.000262,0.0115,0.0863,0.00481,0.000644,39,0,2,0.000122,0.00304
0.000337,0.0294,0.171,0.839,0.144,1.86,0,0,0.0274,0.00776
0.002,0.106,0.104,0.27,0.276,7.39,0,0,0.0523,0.0279
0.00231,0.0277,0.0235,0.016,0.0188,11.4,0,0,0.00357,0.0073
0.00499,0.0578,0.0227,0.000877,0.00223,47.2,0,3,0.000424,0.0152
0.00167,0.00276,0.00324,2.35e-06,2e-06,87.2,0,4,4.55e-07,0.000728
0.00839,0.0201,0.0047,6.25e-06,2.67e-05,77.5,0,4,6.1e-06,0.00531
0.0105,0.3,0.0559,0.0889,0.476,10.6,0,0,0.109,0.0791
0.203,2.78,0.0268,0.0244,2.52,16,4,1,0.575,0.733
0.0255,0.688,0.0529,0.106,1.38,20.7,1,1,0.316,0.182
0.0239,0.208,0.017,0.000577,0.00704,58,1,3,0.00121,0.0391
0.0431,0.307,0.014,0.00057,0.0125,52.6,1,3,0.00215,0.0579
0.0302,0.982,0.0638,0.099,1.53,19.6,1,1,0.261,0.185
0.00167,0.00318,0.00374,3.78e-06,3.22e-06,87.2,0,4,5.51e-07,0.0006
0.124,3.55,0.0561,0.0667,4.23,8.12,3,0,0.724,0.669
0.01,0.148,0.0289,0.001,0.00512,40.5,0,2,0.000877,0.0278
0.0154,0.108,0.0138,0.008,0.0627,20.6,1,1,0.0107,0.0204
0.202,2.76,0.0268,0.0297,3.06,28,4,1,0.836,0.756
0.00167,0.00341,0.00401,4.17e-06,3.55e-06,87.2,0,4,9.69e-07,0.000934
0.0107,0.211,0.0387,0.00105,0.0057,59.8,0,3,0.00156,0.0578
0.000524,0.028,0.105,0.0111,0.00296,39,0,2,0.000809,0.00769
0.00716,0.183,0.0501,0.103,0.375,12.7,0,0,0.102,0.0502
0.021,0.355,0.0332,0.00111,0.0118,48.7,1,3,0.00324,0.0974
0.000308,0.000139,0.000888,0.000254,3.99e-05,24.1,0,1,1.09e-05,3.82e-05
0.00742,0.11,0.029,0.0538,0.203,15.5,0,1,0.0556,0.0301
0.00167,0.00247,0.0029,1.85e-06,1.58e-06,87.2,0,4,7.99e-07,0.000603
0.0394,0.52,0.0259,0.00257,0.0517,30.4,1,2,0.0261,0.127
0.152,2.12,0.0273,0.00318,0.246,49.9,3,3,0.125,0.518
0.0204,0.837,0.0802,0.148,1.54,0.458,1,0,0.78,0.205
0.0121,0.309,0.0502,0.00297,0.0183,41.2,0,2,0.00927,0.0756
0.0107,0.222,0.0407,0.00184,0.01,41.7,0,2,0.00508,0.0543
0.00133,0.0359,0.0529,0.134,0.0907,9.26,0,0,0.0459,0.00879
0.00752,0.0459,0.012,0.00446,0.0171,20.6,0,1,0.00866,0.0112
0.0202,0.117,0.0113,0.000304,0.00313,63.1,1,3,0.000635,0.0219
0.22,4.91,0.0437,0.0415,4.67,20.7,4,1,0.947,0.921
0.00167,0.00335,0.00394,3.92e-06,3.33e-06,87.2,0,4,6.76e-07,0.000628
0.00176,0.0279,0.0311,0.00576,0.00517,29.6,0,1,0.00105,0.00523
0.000316,0.00905,0.0561,0.0225,0.00363,20.4,0,1,0.000735,0.0017
0.00639,0.0104,0.00319,0.000443,0.00144,25.2,0,1,0.000293,0.00195
0.00516,0.0502,0.0191,0.000289,0.000761,43.1,0,2,0.000154,0.00942
0.00564,0.203,0.0706,0.0867,0.25,8.79,0,0,0.0506,0.0381
0.042,0.257,0.012,0.000553,0.0119,49.5,1,3,0.0039,0.0593
0.21,4.06,0.0379,0.0282,3.02,43,4,2,0.995,0.939
0.000308,0.000266,0.00169,0.000302,4.75e-05,24.1,0,1,1.56e-05,6.15e-05
0.000632,0.000536,0.00166,0.000468,0.000151,20.4,0,1,4.96e-05,0.000124
0.00319,0.00807,0.00496,0.00191,0.0031,18.5,0,1,0.00102,0.00186
0.00167,0.00224,0.00264,1.54e-06,1.31e-06,87.2,0,4,4.41e-07,0.000478
0.206,4,0.0381,0.0249,2.61,36.3,4,2,0.875,0.853
8.11e-05,0.000101,0.00245,1.79e-06,7.39e-08,76.1,0,4,2.48e-08,2.16e-05
0.00508,0.117,0.0453,0.0309,0.0801,19.4,0,1,0.0269,0.025
0.0063,0.186,0.058,0.0617,0.198,24.3,0,1,0.0666,0.0398
0.00165,0.0236,0.028,0.0163,0.0137,11.5,0,0,0.00461,0.00503
0.000333,0.0263,0.155,0.329,0.0559,9.28,0,0,0.0188,0.00561
0.000657,0.0155,0.0463,0.0259,0.00867,13,0,0,0.00291,0.00331
0.000639,0.0139,0.0425,0.0159,0.00518,18.5,0,1,0.00174,0.00296
0.0228,0.302,0.0259,0.000889,0.0103,47.8,1,3,0.00347,0.0645
0.111,1.38,0.0243,0.0237,1.34,46.6,3,3,0.353,0.345
0.14,2.49,0.0348,0.0284,2.03,8.23,3,0,0.533,0.621
0.00167,0.00376,0.00442,5.39e-06,4.59e-06,87.2,0,4,1.2e-06,0.000937
0.000204,0.00034,0.00326,2.72e-06,2.83e-07,72.4,0,4,7.44e-08,8.48e-05
0.00128,0.0203,0.0311,0.012,0.00783,18.5,0,1,0.00205,0.00506
0.00135,0.112,0.164,0.623,0.428,0.923,0,0,0.112,0.0281
0.00167,0.00208,0.00244,1.4e-06,1.19e-06,87.2,0,4,2.05e-07,0.000393
0.018,0.115,0.0125,0.000527,0.00482,54.1,1,3,0.00083,0.0217
0.0912,2.45,0.0527,0.081,3.77,8.23,2,0,0.648,0.463
0.00167,0.00349,0.0041,4.59e-06,3.91e-06,87.2,0,4,6.73e-07,0.000659
0.117,2.26,0.0378,0.0308,1.84,11.9,3,0,0.317,0.427
0.00451,0.185,0.0802,0.0791,0.182,16.6,0,1,0.0313,0.0349
0.00606,0.186,0.0603,0.00274,0.00847,41.2,0,2,0.00146,0.0352
0.00138,0.0764,0.109,0.014,0.00984,35.3,0,2,0.00169,0.0144
0.00506,0.0138,0.00534,1.01e-05,2.6e-05,70.2,0,4,4.48e-06,0.00261
0.00167,0.00193,0.00227,1.26e-06,1.08e-06,87.2,0,4,5.34e-07,0.000635
0.237,2.77,0.0229,0.0154,1.86,2.47,4,0,0.925,0.911
0.000563,0.011,0.0384,0.0039,0.00112,33.4,0,2,0.000556,0.00363
0.00421,0.0294,0.0137,0.00814,0.0175,15.8,0,1,0.00869,0.00966
0.00648,0.179,0.0543,0.0027,0.00894,39.3,0,2,0.00444,0.059
0.000673,0.0487,0.142,0.358,0.123,3.71,0,0,0.061,0.016
0.00167,0.00201,0.00236,1.23e-06,1.05e-06,87.2,0,4,3.23e-07,0.000444
0.208,3.84,0.0362,0.0302,3.2,41.5,4,2,0.987,0.85
0.000932,0.00182,0.00383,0.00066,0.000314,22.9,0,1,9.67e-05,0.000403
0.00298,0.0279,0.0184,0.00999,0.0152,10,0,0,0.00468,0.00618
0.00309,0.0689,0.0437,0.00155,0.00244,40.1,0,2,0.000754,0.0152
0.00294,0.0413,0.0276,0.00235,0.00352,29.3,0,1,0.00109,0.00914
0.0418,0.536,0.0252,0.000904,0.0193,40.1,1,2,0.00594,0.119
0.00167,0.00306,0.0036,2.72e-06,2.31e-06,87.2,0,4,1.3e-06,0.000901
0.259,3.36,0.0255,0.0134,1.77,30.1,4,2,0.996,0.99
0.00571,0.0124,0.00425,0.000611,0.00178,26.5,0,1,0.001,0.00365
0.000632,0.00608,0.0189,0.00524,0.00169,20.4,0,1,0.000951,0.00179
0.00306,0.013,0.00833,0.00264,0.00412,24.3,0,1,0.00232,0.00382
0.00167,0.00334,0.00393,3.36e-06,2.86e-06,87.2,0,4,1.62e-06,0.000893
0.276,3.74,0.0266,0.0125,1.76,28.1,4,1,1,0.999
0.00167,0.00344,0.00405,3.63e-06,3.09e-06,87.2,0,4,7.04e-07,0.000893
0.00167,0.00379,0.00446,5.69e-06,4.84e-06,87.2,0,4,1.1e-06,0.000983
0.272,3.84,0.0277,0.0317,4.39,2.37,4,0,1,0.997
0.000298,0.00374,0.0246,0.00434,0.00066,27.8,0,1,0.00015,0.000971
0.188,2.04,0.0213,0.0261,2.49,45.1,4,3,0.487,0.496
0.00167,0.00379,0.00446,5.56e-06,4.73e-06,87.2,0,4,9.24e-07,0.000924
0.00145,0.024,0.0325,0.00523,0.00386,30.7,0,2,0.000755,0.00585
0.0756,2.04,0.0529,0.068,2.62,6.7,2,0,0.512,0.497
0.273,3.37,0.0242,0.0101,1.41,26.9,4,1,1,1
0.00167,0.00316,0.00372,2.9e-06,2.46e-06,87.2,0,4,1.14e-06,0.000742
0.262,4.12,0.0308,0.0115,1.53,34,4,2,0.708,0.966
0.00085,0.0237,0.0547,0.00488,0.00212,32.8,0,2,0.000977,0.00557
0.000674,0.0595,0.173,1.02,0.351,1.86,0,0,0.162,0.014
0.000337,0.0292,0.17,0.796,0.137,1.86,0,0,0.0632,0.00685
0.000337,0.0294,0.171,0.834,0.143,1.86,0,0,0.0662,0.0069
0.283,3.44,0.0238,0.0145,2.09,35.6,4,2,1,0.999
0.00167,0.00342,0.00402,4.75e-06,4.04e-06,87.2,0,4,1.93e-06,0.000994
0.00167,0.00268,0.00316,2.08e-06,1.77e-06,87.2,0,4,7.56e-07,0.000676
0.283,3.97,0.0275,0.0162,2.35,27.8,4,1,1,0.999
0.278,4.2,0.0296,0.0322,4.56,17.2,4,1,1,0.999
0.00167,0.00351,0.00412,4.75e-06,4.04e-06,87.2,0,4,8.86e-07,0.000835
0.269,3.91,0.0285,0.0249,3.42,25.8,4,1,0.997,0.949
0.0037,0.117,0.062,0.00185,0.0035,54.2,0,3,0.00102,0.0284
0.00167,0.00361,0.00425,5.02e-06,4.27e-06,87.2,0,4,1.25e-06,0.000877
0.00207,0.0895,0.0849,0.00485,0.00512,39.8,0,2,0.00149,0.0217
0.00167,0.00245,0.00288,1.91e-06,1.63e-06,87.2,0,4,1.16e-06,0.00104
0.242,1.94,0.0157,0.0113,1.39,15.6,4,1,0.991,0.825
0.0333,0.408,0.024,0.000733,0.0125,65.5,1,4,0.00888,0.173
0.00167,0.00326,0.00383,3.18e-06,2.71e-06,87.2,0,4,1.3e-06,0.000894
0.272,3.64,0.0263,0.015,2.08,24.8,4,1,1,0.999
0.00167,0.00279,0.00328,2.26e-06,1.92e-06,87.2,0,4,4.53e-07,0.00058
0.28,4.8,0.0337,0.0297,4.24,20.7,4,1,1,0.999
0.00167,0.00289,0.00339,2.53e-06,2.15e-06,87.2,0,4,4.37e-07,0.000546
0.274,5.28,0.0377,0.0352,4.92,16.4,4,1,1,0.999
0.00167,0.00362,0.00426,4.39e-06,3.74e-06,87.2,0,4,7.59e-07,0.000686
0.265,5.09,0.0377,0.0488,6.6,17.8,4,1,1,0.999
0.00167,0.00392,0.00461,6e-06,5.11e-06,87.2,0,4,7.74e-07,0.00077
0.276,2.85,0.0202,0.0135,1.89,5.48,4,0,1,0.999
0.00167,0.00293,0.00345,3.01e-06,2.56e-06,87.2,0,4,1.35e-06,0.00103
0.00167,0.00244,0.00287,1.73e-06,1.47e-06,87.2,0,4,3.23e-07,0.000436
0.277,5.59,0.0396,0.0322,4.54,31.5,4,2,1,1
0.00167,0.002,0.00235,1.2e-06,1.02e-06,87.2,0,4,3.65e-07,0.000447
0.256,4.38,0.0336,0.021,2.74,24.6,4,1,0.984,0.979
0.00514,0.0656,0.0251,0.0166,0.0436,17.3,0,1,0.0156,0.0147
0.00662,0.0273,0.00809,6.98e-05,0.000236,52.9,0,3,8.46e-05,0.0061
0.00167,0.00234,0.00275,1.55e-06,1.32e-06,87.2,0,4,5.6e-07,0.00041
0.278,5.69,0.0401,0.0166,2.36,41.8,4,2,1,1
0.00167,0.00371,0.00437,4.36e-06,3.71e-06,87.2,0,4,4.37e-06,0.00144
0.279,2.58,0.0181,0.00596,0.848,22.2,4,1,1,0.999
0.00167,0.00125,0.00147,5.62e-07,4.78e-07,87.2,0,4,1.11e-07,0.000233
0.00362,0.0689,0.0374,0.00126,0.00233,33.9,0,2,0.000541,0.0129
0.249,5.23,0.0412,0.0339,4.3,32.6,4,2,0.999,0.977
0.0312,0.0535,0.00336,5.35e-06,8.52e-05,62,1,3,1.98e-05,0.00998
0.275,5.59,0.0399,0.0478,6.7,20.9,4,1,1,0.999
0.00167,0.00355,0.00418,5.05e-06,4.3e-06,87.2,0,4,6.41e-07,0.000635
0.00291,0.00465,0.00313,0.00158,0.00235,15.8,0,1,0.000351,0.00083
0.00167,0.0026,0.00305,1.94e-06,1.65e-06,87.2,0,4,3.91e-07,0.000408
0.268,6.35,0.0464,0.0308,4.22,27.3,4,1,1,0.999
0.00167,0.00339,0.00398,3.8e-06,3.23e-06,87.2,0,4,7.65e-07,0.000533
0.00167,0.00288,0.00339,2.47e-06,2.1e-06,87.2,0,4,4.91e-07,0.000595
0.277,4.84,0.0342,0.0302,4.28,29.8,4,1,1,0.999
0.00167,0.00294,0.00345,2.52e-06,2.15e-06,87.2,0,4,1.85e-06,0.000695
0.273,4.23,0.0303,0.00831,1.16,33.2,4,2,1,0.999
0.276,3.96,0.0282,0.0303,4.25,34.5,4,2,0.568,0.842
0.00167,0.00348,0.00409,4.94e-06,4.2e-06,87.2,0,4,5.61e-07,0.000739
0.0094,0.742,0.155,0.674,3.23,2.49,0,0,0.432,0.158
0.00167,0.00305,0.00359,2.82e-06,2.4e-06,87.2,0,4,1.02e-06,0.000787
0.277,3.88,0.0274,0.0166,2.34,19.6,4,1,1,0.999
0.281,2.74,0.0191,0.0141,2.02,26.2,4,1,1,0.999
0.00167,0.0036,0.00424,5.11e-06,4.35e-06,87.2,0,4,2.15e-06,0.00131
0.286,2.68,0.0184,0.0162,2.37,10.6,4,0,1,0.999
0.00167,0.0038,0.00447,5.82e-06,4.95e-06,87.2,0,4,2.09e-06,0.00141
0.00167,0.00325,0.00383,3.25e-06,2.77e-06,87.2,0,4,1.03e-06,0.00116
0.00167,0.00372,0.00438,5.28e-06,4.49e-06,87.2,0,4,1.67e-06,0.00133
0.277,2.8,0.0198,0.0191,2.69,15.1,4,1,1,0.998
0.00167,0.00161,0.0019,9.06e-07,7.71e-07,87.2,0,4,2.32e-07,0.000397
0.244,3.72,0.0299,0.0247,3.07,14.8,4,0,0.925,0.913
0.00167,0.00326,0.00384,4.15e-06,3.53e-06,87.2,0,4,1.06e-06,0.000801
0.0106,0.0969,0.018,0.000475,0.00256,55.4,0,3,0.000771,0.0238
0.0111,0.253,0.0447,0.0438,0.248,22.3,0,1,0.0747,0.0621
0.27,3.05,0.0221,0.0138,1.9,26.8,4,1,0.993,0.989
0.00167,0.00346,0.00406,4.66e-06,3.96e-06,87.2,0,4,2.07e-06,0.00112
0.00215,0.00298,0.00271,0.000704,0.000773,24.1,0,1,0.000405,0.000964
0.00472,0.0283,0.0117,0.00512,0.0123,20.5,0,1,0.00645,0.00916
0.00167,0.00317,0.00372,3.08e-06,2.62e-06,87.2,0,4,6.68e-07,0.000674
0.267,4.66,0.0343,0.0287,3.91,27.5,4,1,0.998,0.991
0.000496,0.00441,0.0174,0.000228,5.76e-05,42.7,0,2,1.47e-05,0.000938
0.00653,0.0339,0.0102,0.00288,0.00961,21.7,0,1,0.00245,0.0072
0.00167,0.00317,0.00373,3.12e-06,2.65e-06,87.2,0,4,9.71e-07,0.000853
0.277,3.56,0.0253,0.0179,2.53,19.4,4,1,0.927,0.959
0.00167,0.00358,0.00421,4.61e-06,3.93e-06,87.2,0,4,1.44e-06,0.000964
0.00365,0.113,0.0606,0.106,0.198,9.58,0,0,0.0724,0.0304
0.00169,0.0339,0.0394,0.00128,0.00111,44.2,0,2,0.000406,0.00913
0.00167,0.0026,0.00306,2e-06,1.7e-06,87.2,0,4,5.83e-07,0.000543
0.282,4.79,0.0333,0.0202,2.91,36.9,4,2,1,0.999
0.000162,0.000215,0.0026,4.55e-06,3.77e-07,61.2,0,3,1.29e-07,4.49e-05
0.00167,0.00231,0.00272,1.62e-06,1.38e-06,87.2,0,4,9.62e-07,0.000529
0.275,4.37,0.0312,0.0102,1.43,29.5,4,1,0.998,0.998
0.000316,0.00593,0.0368,0.0137,0.00221,20.4,0,1,0.00154,0.00135
0.249,2.88,0.0227,0.0108,1.37,42.6,4,2,0.591,0.812
0.00167,0.00378,0.00445,5.51e-06,4.69e-06,87.2,0,4,2.01e-06,0.00107
0.00502,0.0228,0.0089,0.000969,0.00248,28.2,0,1,0.00107,0.00644
0.0204,0.637,0.0613,0.0913,0.949,23.2,1,1,0.408,0.18
0.00167,0.00244,0.00287,1.91e-06,1.63e-06,87.2,0,4,3.34e-07,0.000478
0.276,5.08,0.0361,0.0346,4.87,8.9,4,0,1,0.997
0.00167,0.00372,0.00437,5.48e-06,4.67e-06,87.2,0,4,9.59e-07,0.00073
0.000233,0.00843,0.071,0.00246,0.000292,46.4,0,3,6e-05,0.00165
0.00167,0.00227,0.00266,1.7e-06,1.45e-06,87.2,0,4,8.43e-07,0.000816
0.00167,0.00323,0.0038,3.69e-06,3.14e-06,87.2,0,4,1.83e-06,0.00116
0.00128,0.0503,0.0769,0.00466,0.00305,40.4,0,2,0.00177,0.0181
0.268,2.72,0.0199,0.0125,1.71,7.87,4,0,0.998,0.98
0.00167,0.00171,0.00201,9e-07,7.66e-07,87.2,0,4,2.2e-07,0.000324
0.256,4.94,0.0379,0.0266,3.47,39,4,2,0.996,0.936
0.00117,0.0172,0.0288,0.00135,0.000808,29.6,0,1,0.000232,0.00326
0.0213,0.319,0.0294,0.00121,0.0131,39.1,1,2,0.00377,0.0604
